marque,modele,annee,annee_i,Type,SousType,carburant,carburant_n,tranche_km,n_total,prix_min_w,prix_max_w,prix_moyen_w,prix_median_w,prix_min_estime,prix_max_estime,prix_moyen_estime,prix_median_estime,prix_moyen_final,estimation_eur_f,roi_brut_mensuel,payback_mois,taux_rentabilite,presence_marche_fuel,presence_marche_total,any_error,errors,statut,marque_n,modele_n
Opel,Zafira Life,2018,2018,Utilitaire,Grand fourgon (Transport de personnes),,essence,100-150 000 km,0.0,0.0,0.0,0.0,0.0,24450.0,32500.0,28105.0,27735.0,28105.0,645.0,0.022949653086639387,43.57364341085271,1.3769791851983633,0.0,0.0,True,Error: Page.goto: net::ERR_CONNECTION_REFUSED at https://www.autoscout24.be/fr/lst/opel/zafira-life?atype=C&cy=B&ustate=U&damaged_listing=exclude&sort=standard&fregfrom=2018&fregto=2018&kmfrom=100000&kmto=150000,Compatible stable,opel,zafira life
Opel,Zafira Life,2018,2018,Utilitaire,Grand fourgon (Transport de personnes),,diesel,50-100 000 km,0.0,0.0,0.0,0.0,0.0,24450.0,32500.0,28105.0,27735.0,28105.0,645.0,0.022949653086639387,43.57364341085271,1.3769791851983633,0.0,0.0,True,,Compatible stable,opel,zafira life
Opel,Zafira Life,2018,2018,Utilitaire,Grand fourgon (Transport de personnes),,essence,50-100 000 km,0.0,0.0,0.0,0.0,0.0,24450.0,32500.0,28105.0,27735.0,28105.0,645.0,0.022949653086639387,43.57364341085271,1.3769791851983633,0.0,0.0,True,Error: Page.goto: net::ERR_CONNECTION_REFUSED at https://www.autoscout24.be/fr/lst/opel/zafira-life?atype=C&cy=B&ustate=U&damaged_listing=exclude&sort=standard&fregfrom=2018&fregto=2018&kmfrom=50000&kmto=100000,Compatible stable,opel,zafira life
Opel,Zafira Life,2019,2019,Utilitaire,Grand fourgon (Transport de personnes),,diesel,0-50 000 km,0.0,0.0,0.0,0.0,0.0,24450.0,32500.0,28105.0,27735.0,28105.0,675.0,0.024017078811599358,41.63703703703704,1.4410247286959617,0.0,0.0,True,,Compatible stable,opel,zafira life
Opel,Zafira Life,2019,2019,Utilitaire,Grand fourgon (Transport de personnes),,essence,0-50 000 km,0.0,0.0,0.0,0.0,0.0,43999.0,45400.0,44700.0,44699.0,44700.0,675.0,0.015100671140939598,66.22222222222223,0.9060402684563759,0.0,0.0,True,,Compatible stable,opel,zafira life
Opel,Zafira Life,2019,2019,Utilitaire,Grand fourgon (Transport de personnes),,diesel,100-150 000 km,0.0,0.0,0.0,0.0,0.0,24450.0,32500.0,28105.0,27735.0,28105.0,675.0,0.024017078811599358,41.63703703703704,1.4410247286959617,0.0,0.0,True,Error: Page.goto: net::ERR_CONNECTION_REFUSED at https://www.autoscout24.be/fr/lst/opel/zafira-life?atype=C&cy=B&ustate=U&damaged_listing=exclude&sort=standard&fregfrom=2019&fregto=2019&kmfrom=100000&kmto=150000,Compatible stable,opel,zafira life
Opel,Zafira Life,2019,2019,Utilitaire,Grand fourgon (Transport de personnes),,essence,100-150 000 km,0.0,0.0,0.0,0.0,0.0,24450.0,32500.0,28105.0,27735.0,28105.0,675.0,0.024017078811599358,41.63703703703704,1.4410247286959617,0.0,0.0,True,Error: Page.goto: net::ERR_CONNECTION_REFUSED at https://www.autoscout24.be/fr/lst/opel/zafira-life?atype=C&cy=B&ustate=U&damaged_listing=exclude&sort=standard&fregfrom=2019&fregto=2019&kmfrom=100000&kmto=150000,Compatible stable,opel,zafira life
Opel,Zafira Life,2019,2019,Utilitaire,Grand fourgon (Transport de personnes),,diesel,50-100 000 km,0.0,0.0,0.0,0.0,0.0,24450.0,32500.0,28105.0,27735.0,28105.0,675.0,0.024017078811599358,41.63703703703704,1.4410247286959617,0.0,0.0,True,,Compatible stable,opel,zafira life
Opel,Zafira Life,2019,2019,Utilitaire,Grand fourgon (Transport de personnes),,essence,50-100 000 km,0.0,0.0,0.0,0.0,0.0,24450.0,32500.0,28105.0,27735.0,28105.0,675.0,0.024017078811599358,41.63703703703704,1.4410247286959617,0.0,0.0,True,Error: Page.goto: net::ERR_CONNECTION_REFUSED at https://www.autoscout24.be/fr/lst/opel/zafira-life?atype=C&cy=B&ustate=U&damaged_listing=exclude&sort=standard&fregfrom=2019&fregto=2019&kmfrom=50000&kmto=100000,Compatible stable,opel,zafira life
Opel,Zafira Life,2020,2020,Utilitaire,Grand fourgon (Transport de personnes),,diesel,0-50 000 km,4.0,24450.0,32500.0,28105.0,27735.0,24450.0,32500.0,28105.0,27735.0,28105.0,735.0,0.026151930261519303,38.23809523809524,1.5691158156911582,12.0,20.0,False,,Compatible stable,opel,zafira life
Opel,Zafira Life,2020,2020,Utilitaire,Grand fourgon (Transport de personnes),,essence,0-50 000 km,0.0,0.0,0.0,0.0,0.0,43999.0,45400.0,44700.0,44699.0,44700.0,735.0,0.016442953020134227,60.816326530612244,0.9865771812080537,8.0,20.0,True,Error: Page.goto: net::ERR_CONNECTION_REFUSED at https://www.autoscout24.be/fr/lst/opel/zafira-life?atype=C&cy=B&ustate=U&damaged_listing=exclude&sort=standard&fregfrom=2020&fregto=2020&kmfrom=0&kmto=50000,Compatible stable,opel,zafira life
Opel,Zafira Life,2020,2020,Utilitaire,Grand fourgon (Transport de personnes),,diesel,100-150 000 km,4.0,24450.0,32500.0,28105.0,27735.0,24450.0,32500.0,28105.0,27735.0,28105.0,735.0,0.026151930261519303,38.23809523809524,1.5691158156911582,12.0,20.0,False,,Compatible stable,opel,zafira life
Opel,Zafira Life,2020,2020,Utilitaire,Grand fourgon (Transport de personnes),,essence,100-150 000 km,4.0,24450.0,32500.0,28105.0,27735.0,24450.0,32500.0,28105.0,27735.0,28105.0,735.0,0.026151930261519303,38.23809523809524,1.5691158156911582,8.0,20.0,False,,Compatible stable,opel,zafira life
Opel,Zafira Life,2020,2020,Utilitaire,Grand fourgon (Transport de personnes),,diesel,50-100 000 km,4.0,24450.0,32500.0,28105.0,27735.0,24450.0,32500.0,28105.0,27735.0,28105.0,735.0,0.026151930261519303,38.23809523809524,1.5691158156911582,12.0,20.0,False,,Compatible stable,opel,zafira life
Opel,Zafira Life,2020,2020,Utilitaire,Grand fourgon (Transport de personnes),,essence,50-100 000 km,4.0,24450.0,32500.0,28105.0,27735.0,24450.0,32500.0,28105.0,27735.0,28105.0,735.0,0.026151930261519303,38.23809523809524,1.5691158156911582,8.0,20.0,False,,Compatible stable,opel,zafira life
Opel,Zafira Life,2021,2021,Utilitaire,Grand fourgon (Transport de personnes),,diesel,0-50 000 km,0.0,0.0,0.0,0.0,0.0,28012.0,34122.0,30790.0,30512.0,30790.0,780.0,0.025332900292302694,39.47435897435897,1.5199740175381617,7.0,11.0,True,Error: Page.goto: net::ERR_CONNECTION_REFUSED at https://www.autoscout24.be/fr/lst/opel/zafira-life?atype=C&cy=B&ustate=U&damaged_listing=exclude&sort=standard&fregfrom=2021&fregto=2021&kmfrom=0&kmto=50000,Compatible stable,opel,zafira life
Opel,Zafira Life,2021,2021,Utilitaire,Grand fourgon (Transport de personnes),,essence,0-50 000 km,0.0,0.0,0.0,0.0,0.0,43999.0,45400.0,44700.0,44699.0,44700.0,780.0,0.0174496644295302,57.30769230769231,1.0469798657718121,4.0,11.0,True,Error: Page.goto: net::ERR_CONNECTION_REFUSED at https://www.autoscout24.be/fr/lst/opel/zafira-life?atype=C&cy=B&ustate=U&damaged_listing=exclude&sort=standard&fregfrom=2021&fregto=2021&kmfrom=0&kmto=50000,Compatible stable,opel,zafira life
Opel,Zafira Life,2021,2021,Utilitaire,Grand fourgon (Transport de personnes),,diesel,100-150 000 km,0.0,0.0,0.0,0.0,0.0,28360.0,35080.0,31424.0,31128.0,31424.0,780.0,0.024821792260692463,40.287179487179486,1.489307535641548,7.0,11.0,True,Error: Page.goto: net::ERR_CONNECTION_REFUSED at https://www.autoscout24.be/fr/lst/opel/zafira-life?atype=C&cy=B&ustate=U&damaged_listing=exclude&sort=standard&fregfrom=2021&fregto=2021&kmfrom=100000&kmto=150000,Compatible stable,opel,zafira life
Opel,Zafira Life,2021,2021,Utilitaire,Grand fourgon (Transport de personnes),,essence,100-150 000 km,4.0,24490.0,28990.0,26618.0,26495.0,24490.0,28990.0,26618.0,26495.0,26618.0,780.0,0.02930347884889924,34.12564102564102,1.7582087309339545,4.0,11.0,False,,Compatible stable,opel,zafira life
Opel,Zafira Life,2021,2021,Utilitaire,Grand fourgon (Transport de personnes),,diesel,50-100 000 km,7.0,24490.0,32900.0,27337.0,26990.0,24490.0,32900.0,27337.0,26990.0,27337.0,780.0,0.02853275780078282,35.047435897435896,1.7119654680469694,7.0,11.0,False,,Compatible stable,opel,zafira life
Opel,Zafira Life,2021,2021,Utilitaire,Grand fourgon (Transport de personnes),,essence,50-100 000 km,0.0,0.0,0.0,0.0,0.0,31083.0,36235.0,33474.0,33288.0,33474.0,780.0,0.023301666965405986,42.91538461538462,1.3981000179243592,4.0,11.0,True,Error: Page.goto: net::ERR_CONNECTION_REFUSED at https://www.autoscout24.be/fr/lst/opel/zafira-life?atype=C&cy=B&ustate=U&damaged_listing=exclude&sort=standard&fregfrom=2021&fregto=2021&kmfrom=50000&kmto=100000,Compatible stable,opel,zafira life
Opel,Zafira Life,2022,2022,Utilitaire,Grand fourgon (Transport de personnes),,diesel,0-50 000 km,0.0,0.0,0.0,0.0,0.0,31575.0,35745.0,33475.0,33290.0,33475.0,825.0,0.024645257654966394,40.57575757575758,1.4787154592979836,4.0,8.0,True,Error: Page.goto: net::ERR_CONNECTION_REFUSED at https://www.autoscout24.be/fr/lst/opel/zafira-life?atype=C&cy=B&ustate=U&damaged_listing=exclude&sort=standard&fregfrom=2022&fregto=2022&kmfrom=0&kmto=50000,Compatible stable,opel,zafira life
Opel,Zafira Life,2022,2022,Utilitaire,Grand fourgon (Transport de personnes),,essence,0-50 000 km,0.0,0.0,0.0,0.0,0.0,43999.0,45400.0,44700.0,44699.0,44700.0,825.0,0.018456375838926176,54.18181818181818,1.1073825503355705,4.0,8.0,True,Error: Page.goto: net::ERR_CONNECTION_REFUSED at https://www.autoscout24.be/fr/lst/opel/zafira-life?atype=C&cy=B&ustate=U&damaged_listing=exclude&sort=standard&fregfrom=2022&fregto=2022&kmfrom=0&kmto=50000,Compatible stable,opel,zafira life
Opel,Zafira Life,2022,2022,Utilitaire,Grand fourgon (Transport de personnes),,diesel,100-150 000 km,0.0,0.0,0.0,0.0,0.0,32270.0,37660.0,34743.0,34521.0,34743.0,825.0,0.02374579051895346,42.11272727272727,1.4247474311372075,4.0,8.0,True,Error: Page.goto: net::ERR_CONNECTION_REFUSED at https://www.autoscout24.be/fr/lst/opel/zafira-life?atype=C&cy=B&ustate=U&damaged_listing=exclude&sort=standard&fregfrom=2022&fregto=2022&kmfrom=100000&kmto=150000,Compatible stable,opel,zafira life
Opel,Zafira Life,2022,2022,Utilitaire,Grand fourgon (Transport de personnes),,essence,100-150 000 km,0.0,0.0,0.0,0.0,0.0,29367.0,33092.0,31138.0,31046.0,31138.0,825.0,0.02649495792921832,37.7430303030303,1.589697475753099,4.0,8.0,True,Error: Page.goto: net::ERR_CONNECTION_REFUSED at https://www.autoscout24.be/fr/lst/opel/zafira-life?atype=C&cy=B&ustate=U&damaged_listing=exclude&sort=standard&fregfrom=2022&fregto=2022&kmfrom=100000&kmto=150000,Compatible stable,opel,zafira life
Opel,Zafira Life,2022,2022,Utilitaire,Grand fourgon (Transport de personnes),,diesel,50-100 000 km,4.0,37716.0,39970.0,38843.0,38842.0,37716.0,39970.0,38843.0,38842.0,38843.0,825.0,0.02123934814509693,47.082424242424246,1.2743608887058158,4.0,8.0,False,,Compatible stable,opel,zafira life
Opel,Zafira Life,2022,2022,Utilitaire,Grand fourgon (Transport de personnes),,essence,50-100 000 km,4.0,37716.0,39970.0,38843.0,38842.0,37716.0,39970.0,38843.0,38842.0,38843.0,825.0,0.02123934814509693,47.082424242424246,1.2743608887058158,4.0,8.0,False,,Compatible stable,opel,zafira life
Opel,Zafira Life,2023,2023,Utilitaire,Grand fourgon (Transport de personnes),,diesel,0-50 000 km,0.0,0.0,0.0,0.0,0.0,35138.0,37368.0,36160.0,36068.0,36160.0,885.0,0.024474557522123894,40.85875706214689,1.4684734513274336,0.0,0.0,True,Error: Page.goto: net::ERR_CONNECTION_REFUSED at https://www.autoscout24.be/fr/lst/opel/zafira-life?atype=C&cy=B&ustate=U&damaged_listing=exclude&sort=standard&fregfrom=2023&fregto=2023&kmfrom=0&kmto=50000,Compatible stable,opel,zafira life
Opel,Zafira Life,2023,2023,Utilitaire,Grand fourgon (Transport de personnes),,essence,0-50 000 km,0.0,0.0,0.0,0.0,0.0,43999.0,45400.0,44700.0,44699.0,44700.0,885.0,0.019798657718120807,50.50847457627118,1.1879194630872483,0.0,0.0,True,Error: Page.goto: net::ERR_CONNECTION_REFUSED at https://www.autoscout24.be/fr/lst/opel/zafira-life?atype=C&cy=B&ustate=U&damaged_listing=exclude&sort=standard&fregfrom=2023&fregto=2023&kmfrom=0&kmto=50000,Compatible stable,opel,zafira life
Opel,Zafira Life,2023,2023,Utilitaire,Grand fourgon (Transport de personnes),,diesel,100-150 000 km,0.0,0.0,0.0,0.0,0.0,36179.0,40240.0,38062.0,37913.0,38062.0,885.0,0.023251536966002836,43.007909604519774,1.3950922179601704,0.0,0.0,True,,Compatible stable,opel,zafira life
Opel,Zafira Life,2023,2023,Utilitaire,Grand fourgon (Transport de personnes),,essence,100-150 000 km,0.0,0.0,0.0,0.0,0.0,34244.0,37195.0,35659.0,35597.0,35659.0,885.0,0.024818418912476513,40.29265536723164,1.4891051347485909,0.0,0.0,True,Error: Page.goto: net::ERR_CONNECTION_REFUSED at https://www.autoscout24.be/fr/lst/opel/zafira-life?atype=C&cy=B&ustate=U&damaged_listing=exclude&sort=standard&fregfrom=2023&fregto=2023&kmfrom=100000&kmto=150000,Compatible stable,opel,zafira life
Opel,Zafira Life,2023,2023,Utilitaire,Grand fourgon (Transport de personnes),,diesel,50-100 000 km,0.0,0.0,0.0,0.0,0.0,39810.0,41780.0,40795.0,40794.0,40795.0,885.0,0.02169383502880255,46.09604519774011,1.3016301017281529,0.0,0.0,True,Error: Page.goto: net::ERR_CONNECTION_REFUSED at https://www.autoscout24.be/fr/lst/opel/zafira-life?atype=C&cy=B&ustate=U&damaged_listing=exclude&sort=standard&fregfrom=2023&fregto=2023&kmfrom=50000&kmto=100000,Compatible stable,opel,zafira life
Opel,Zafira Life,2023,2023,Utilitaire,Grand fourgon (Transport de personnes),,essence,50-100 000 km,0.0,0.0,0.0,0.0,0.0,39810.0,41780.0,40795.0,40794.0,40795.0,885.0,0.02169383502880255,46.09604519774011,1.3016301017281529,0.0,0.0,True,,Compatible stable,opel,zafira life
Opel,Zafira Life,2024,2024,Utilitaire,Grand fourgon (Transport de personnes),,diesel,0-50 000 km,2.0,38700.0,38990.0,38845.0,38845.0,38700.0,38990.0,38845.0,38845.0,38845.0,945.0,0.024327455270948643,41.10582010582011,1.4596473162569186,2.0,2.0,False,,Compatible stable,opel,zafira life
Opel,Zafira Life,2024,2024,Utilitaire,Grand fourgon (Transport de personnes),,essence,0-50 000 km,0.0,0.0,0.0,0.0,0.0,43999.0,45400.0,44700.0,44699.0,44700.0,945.0,0.021140939597315438,47.301587301587304,1.2684563758389262,0.0,2.0,True,Error: Page.goto: net::ERR_CONNECTION_REFUSED at https://www.autoscout24.be/fr/lst/opel/zafira-life?atype=C&cy=B&ustate=U&damaged_listing=exclude&sort=standard&fregfrom=2024&fregto=2024&kmfrom=0&kmto=50000,Compatible stable,opel,zafira life
Opel,Zafira Life,2024,2024,Utilitaire,Grand fourgon (Transport de personnes),,diesel,100-150 000 km,0.0,0.0,0.0,0.0,0.0,40089.0,42820.0,41381.0,41306.0,41381.0,945.0,0.022836567506826805,43.78941798941799,1.3701940504096082,2.0,2.0,True,Error: Page.goto: net::ERR_CONNECTION_REFUSED at https://www.autoscout24.be/fr/lst/opel/zafira-life?atype=C&cy=B&ustate=U&damaged_listing=exclude&sort=standard&fregfrom=2024&fregto=2024&kmfrom=100000&kmto=150000,Compatible stable,opel,zafira life
Opel,Zafira Life,2024,2024,Utilitaire,Grand fourgon (Transport de personnes),,essence,100-150 000 km,0.0,0.0,0.0,0.0,0.0,39122.0,41298.0,40180.0,40148.0,40180.0,945.0,0.023519163763066203,42.51851851851852,1.411149825783972,0.0,2.0,True,,Compatible stable,opel,zafira life
Opel,Zafira Life,2024,2024,Utilitaire,Grand fourgon (Transport de personnes),,diesel,50-100 000 km,0.0,0.0,0.0,0.0,0.0,41905.0,43590.0,42748.0,42747.0,42748.0,945.0,0.022106297370637223,45.235978835978834,1.3263778422382333,2.0,2.0,True,,Compatible stable,opel,zafira life
Opel,Zafira Life,2024,2024,Utilitaire,Grand fourgon (Transport de personnes),,essence,50-100 000 km,0.0,0.0,0.0,0.0,0.0,41905.0,43590.0,42748.0,42747.0,42748.0,945.0,0.022106297370637223,45.235978835978834,1.3263778422382333,0.0,2.0,True,Error: Page.goto: net::ERR_CONNECTION_REFUSED at https://www.autoscout24.be/fr/lst/opel/zafira-life?atype=C&cy=B&ustate=U&damaged_listing=exclude&sort=standard&fregfrom=2024&fregto=2024&kmfrom=50000&kmto=100000,Compatible stable,opel,zafira life
Opel,Zafira Life,2025,2025,Utilitaire,Grand fourgon (Transport de personnes),,diesel,0-50 000 km,2.0,43999.0,45400.0,44700.0,44699.0,43999.0,45400.0,44700.0,44699.0,44700.0,1050.0,0.02348993288590604,42.57142857142857,1.4093959731543624,6.0,12.0,False,,Compatible stable,opel,zafira life
Opel,Zafira Life,2025,2025,Utilitaire,Grand fourgon (Transport de personnes),,essence,0-50 000 km,2.0,43999.0,45400.0,44700.0,44699.0,43999.0,45400.0,44700.0,44699.0,44700.0,1050.0,0.02348993288590604,42.57142857142857,1.4093959731543624,6.0,12.0,False,,Compatible stable,opel,zafira life
Opel,Zafira Life,2025,2025,Utilitaire,Grand fourgon (Transport de personnes),,diesel,100-150 000 km,2.0,43999.0,45400.0,44700.0,44699.0,43999.0,45400.0,44700.0,44699.0,44700.0,1050.0,0.02348993288590604,42.57142857142857,1.4093959731543624,6.0,12.0,False,,Compatible stable,opel,zafira life
Opel,Zafira Life,2025,2025,Utilitaire,Grand fourgon (Transport de personnes),,essence,100-150 000 km,2.0,43999.0,45400.0,44700.0,44699.0,43999.0,45400.0,44700.0,44699.0,44700.0,1050.0,0.02348993288590604,42.57142857142857,1.4093959731543624,6.0,12.0,False,,Compatible stable,opel,zafira life
Opel,Zafira Life,2025,2025,Utilitaire,Grand fourgon (Transport de personnes),,diesel,50-100 000 km,2.0,43999.0,45400.0,44700.0,44699.0,43999.0,45400.0,44700.0,44699.0,44700.0,1050.0,0.02348993288590604,42.57142857142857,1.4093959731543624,6.0,12.0,False,,Compatible stable,opel,zafira life
Opel,Zafira Life,2025,2025,Utilitaire,Grand fourgon (Transport de personnes),,essence,50-100 000 km,2.0,43999.0,45400.0,44700.0,44699.0,43999.0,45400.0,44700.0,44699.0,44700.0,1050.0,0.02348993288590604,42.57142857142857,1.4093959731543624,6.0,12.0,False,,Compatible stable,opel,zafira life
Peugeot,2008,2016,2016,SUV,Urbain (B-SUV),,diesel,0-50 000 km,9.0,3799.0,10950.0,6977.0,6995.0,3799.0,10950.0,6977.0,6995.0,6977.0,234.0,0.03353877024509101,29.816239316239315,2.012326214705461,19.0,34.0,False,,Redevenu compatible,peugeot,2008
Peugeot,2008,2016,2016,SUV,Urbain (B-SUV),,essence,0-50 000 km,5.0,8300.0,13950.0,11338.0,11500.0,8300.0,13950.0,11338.0,11500.0,11338.0,234.0,0.020638560592697124,48.452991452991455,1.2383136355618274,15.0,34.0,False,,Redevenu compatible,peugeot,2008
Peugeot,2008,2016,2016,SUV,Urbain (B-SUV),,diesel,100-150 000 km,10.0,3799.0,12500.0,7414.0,7549.0,3799.0,12500.0,7414.0,7549.0,7414.0,234.0,0.03156190990018883,31.683760683760685,1.89371459401133,19.0,34.0,False,,Redevenu compatible,peugeot,2008
Peugeot,2008,2016,2016,SUV,Urbain (B-SUV),,essence,100-150 000 km,0.0,0.0,0.0,0.0,0.0,6250.0,8499.0,7067.0,6900.0,7067.0,234.0,0.033111645677090705,30.200854700854702,1.9866987406254422,15.0,34.0,True,Error: Page.goto: net::ERR_SOCKET_NOT_CONNECTED at https://www.autoscout24.be/fr/lst/peugeot/2008?atype=C&cy=B&ustate=U&damaged_listing=exclude&sort=standard&fregfrom=2016&fregto=2016&kmfrom=100000&kmto=150000,Redevenu compatible,peugeot,2008
Peugeot,2008,2016,2016,SUV,Urbain (B-SUV),,diesel,50-100 000 km,0.0,0.0,0.0,0.0,0.0,6500.0,10950.0,8477.0,8195.0,8477.0,234.0,0.027604105225905392,36.22649572649573,1.6562463135543235,19.0,34.0,True,Error: Page.goto: net::ERR_SOCKET_NOT_CONNECTED at https://www.autoscout24.be/fr/lst/peugeot/2008?atype=C&cy=B&ustate=U&damaged_listing=exclude&sort=standard&fregfrom=2016&fregto=2016&kmfrom=50000&kmto=100000,Redevenu compatible,peugeot,2008
Peugeot,2008,2016,2016,SUV,Urbain (B-SUV),,essence,50-100 000 km,10.0,5500.0,10950.0,7939.0,7749.0,5500.0,10950.0,7939.0,7749.0,7939.0,234.0,0.029474744930091952,33.927350427350426,1.7684846958055171,15.0,34.0,False,,Redevenu compatible,peugeot,2008
Peugeot,2008,2017,2017,SUV,Urbain (B-SUV),,diesel,0-50 000 km,10.0,6250.0,12450.0,8848.0,8720.0,6250.0,12450.0,8848.0,8720.0,8848.0,243.0,0.02746383363471971,36.41152263374486,1.6478300180831826,28.0,52.0,False,,Redevenu compatible,peugeot,2008
Peugeot,2008,2017,2017,SUV,Urbain (B-SUV),,essence,0-50 000 km,6.0,9450.0,12999.0,11925.0,12224.0,9450.0,12999.0,11925.0,12224.0,11925.0,243.0,0.020377358490566037,49.074074074074076,1.2226415094339622,24.0,52.0,False,,Redevenu compatible,peugeot,2008
Peugeot,2008,2017,2017,SUV,Urbain (B-SUV),,diesel,100-150 000 km,10.0,6250.0,11990.0,9023.0,9220.0,6250.0,11990.0,9023.0,9220.0,9023.0,243.0,0.02693117588385238,37.13168724279836,1.6158705530311426,28.0,52.0,False,,Redevenu compatible,peugeot,2008
Peugeot,2008,2017,2017,SUV,Urbain (B-SUV),,essence,100-150 000 km,9.0,6250.0,8499.0,7067.0,6900.0,6250.0,8499.0,7067.0,6900.0,7067.0,243.0,0.03438517051082496,29.08230452674897,2.0631102306494977,24.0,52.0,False,,Redevenu compatible,peugeot,2008
Peugeot,2008,2017,2017,SUV,Urbain (B-SUV),,diesel,50-100 000 km,8.0,6500.0,10950.0,8477.0,8195.0,6500.0,10950.0,8477.0,8195.0,8477.0,243.0,0.028665801580747906,34.88477366255144,1.7199480948448744,28.0,52.0,False,,Redevenu compatible,peugeot,2008
Peugeot,2008,2017,2017,SUV,Urbain (B-SUV),,essence,50-100 000 km,9.0,6500.0,10950.0,8592.0,8990.0,6500.0,10950.0,8592.0,8990.0,8592.0,243.0,0.028282122905027934,35.358024691358025,1.696927374301676,24.0,52.0,False,,Redevenu compatible,peugeot,2008
Peugeot,2008,2018,2018,SUV,Urbain (B-SUV),,diesel,0-50 000 km,5.0,10000.0,13500.0,11914.0,11990.0,10000.0,13500.0,11914.0,11990.0,11914.0,261.0,0.02190700016786973,45.64750957854406,1.314420010072184,24.0,47.0,False,,Redevenu compatible,peugeot,2008
Peugeot,2008,2018,2018,SUV,Urbain (B-SUV),,essence,0-50 000 km,5.0,10000.0,13500.0,11914.0,11990.0,10000.0,13500.0,11914.0,11990.0,11914.0,261.0,0.02190700016786973,45.64750957854406,1.314420010072184,23.0,47.0,False,,Redevenu compatible,peugeot,2008
Peugeot,2008,2018,2018,SUV,Urbain (B-SUV),,diesel,100-150 000 km,9.0,5990.0,10990.0,8434.0,8200.0,5990.0,10990.0,8434.0,8200.0,8434.0,261.0,0.030946170263220298,32.31417624521073,1.856770215793218,24.0,47.0,False,,Redevenu compatible,peugeot,2008
Peugeot,2008,2018,2018,SUV,Urbain (B-SUV),,essence,100-150 000 km,9.0,4500.0,9499.0,7209.0,7000.0,4500.0,9499.0,7209.0,7000.0,7209.0,261.0,0.03620474406991261,27.620689655172413,2.1722846441947565,23.0,47.0,False,,Redevenu compatible,peugeot,2008
Peugeot,2008,2018,2018,SUV,Urbain (B-SUV),,diesel,50-100 000 km,10.0,5990.0,11980.0,8664.0,8744.0,5990.0,11980.0,8664.0,8744.0,8664.0,261.0,0.03012465373961219,33.195402298850574,1.8074792243767313,24.0,47.0,False,,Redevenu compatible,peugeot,2008
Peugeot,2008,2018,2018,SUV,Urbain (B-SUV),,essence,50-100 000 km,9.0,7000.0,10450.0,8870.0,8800.0,7000.0,10450.0,8870.0,8800.0,8870.0,261.0,0.0294250281848929,33.984674329501914,1.765501691093574,23.0,47.0,False,,Redevenu compatible,peugeot,2008
Peugeot,2008,2019,2019,SUV,Urbain (B-SUV),,diesel,0-50 000 km,10.0,8100.0,12990.0,10354.0,10449.0,8100.0,12990.0,10354.0,10449.0,10354.0,270.0,0.02607687850106239,38.34814814814815,1.5646127100637435,30.0,60.0,False,,Redevenu compatible,peugeot,2008
Peugeot,2008,2019,2019,SUV,Urbain (B-SUV),,essence,0-50 000 km,10.0,8100.0,14390.0,11616.0,11745.0,8100.0,14390.0,11616.0,11745.0,11616.0,270.0,0.02324380165289256,43.022222222222226,1.3946280991735538,30.0,60.0,False,,Redevenu compatible,peugeot,2008
Peugeot,2008,2019,2019,SUV,Urbain (B-SUV),,diesel,100-150 000 km,10.0,6450.0,10790.0,8062.0,7695.0,6450.0,10790.0,8062.0,7695.0,8062.0,270.0,0.03349044902009427,29.85925925925926,2.009426941205656,30.0,60.0,False,,Redevenu compatible,peugeot,2008
Peugeot,2008,2019,2019,SUV,Urbain (B-SUV),,essence,100-150 000 km,10.0,6450.0,10790.0,8062.0,7695.0,6450.0,10790.0,8062.0,7695.0,8062.0,270.0,0.03349044902009427,29.85925925925926,2.009426941205656,30.0,60.0,False,,Redevenu compatible,peugeot,2008
Peugeot,2008,2019,2019,SUV,Urbain (B-SUV),,diesel,50-100 000 km,10.0,8000.0,12990.0,10016.0,9950.0,8000.0,12990.0,10016.0,9950.0,10016.0,270.0,0.026956869009584664,37.096296296296295,1.6174121405750799,30.0,60.0,False,,Redevenu compatible,peugeot,2008
Peugeot,2008,2019,2019,SUV,Urbain (B-SUV),,essence,50-100 000 km,10.0,8000.0,12990.0,10016.0,9950.0,8000.0,12990.0,10016.0,9950.0,10016.0,270.0,0.026956869009584664,37.096296296296295,1.6174121405750799,30.0,60.0,False,,Redevenu compatible,peugeot,2008
Peugeot,2008,2020,2020,SUV,Urbain (B-SUV),,diesel,0-50 000 km,9.0,12390.0,24900.0,17497.0,16900.0,12390.0,24900.0,17497.0,16900.0,17497.0,465.0,0.02657598445447791,37.62795698924731,1.5945590672686747,28.0,56.0,False,,Redevenu compatible,peugeot,2008
Peugeot,2008,2020,2020,SUV,Urbain (B-SUV),,essence,0-50 000 km,9.0,13990.0,17990.0,16039.0,15999.0,13990.0,17990.0,16039.0,15999.0,16039.0,465.0,0.02899183240850427,34.49247311827957,1.7395099445102562,28.0,56.0,False,,Redevenu compatible,peugeot,2008
Peugeot,2008,2020,2020,SUV,Urbain (B-SUV),,diesel,100-150 000 km,9.0,12390.0,16450.0,14500.0,14490.0,12390.0,16450.0,14500.0,14490.0,14500.0,465.0,0.03206896551724138,31.182795698924732,1.9241379310344828,28.0,56.0,False,,Redevenu compatible,peugeot,2008
