marque,modele,annee,annee_i,Type,SousType,carburant,carburant_n,tranche_km,n_total,prix_min_w,prix_max_w,prix_moyen_w,prix_median_w,prix_min_estime,prix_max_estime,prix_moyen_estime,prix_median_estime,prix_moyen_final,estimation_eur_f,roi_brut_mensuel,payback_mois,taux_rentabilite,presence_marche_fuel,presence_marche_total,any_error,errors,statut,marque_n,modele_n
Citroen,Jumpy,2017,2017,Utilitaire,Fourgon,,diesel,0-50 000 km,10.0,8800.0,19990.0,13692.0,13620.0,8800.0,19990.0,13692.0,13620.0,13692.0,465.0,0.03396143733567047,29.44516129032258,2.037686240140228,20.0,30.0,False,,Compatible stable,citroen,jumpy
Citroen,Jumpy,2017,2017,Utilitaire,Fourgon,,essence,0-50 000 km,0.0,0.0,0.0,0.0,0.0,7997.0,18633.0,13852.0,13961.0,13852.0,465.0,0.03356915968813168,29.789247311827957,2.0141495812879007,10.0,30.0,True,Error: Page.goto: net::ERR_CONNECTION_REFUSED at https://www.autoscout24.be/fr/lst/citroen/jumpy?atype=C&cy=B&ustate=U&damaged_listing=exclude&sort=standard&fregfrom=2017&fregto=2017&kmfrom=0&kmto=50000,Compatible stable,citroen,jumpy
Citroen,Jumpy,2017,2017,Utilitaire,Fourgon,,diesel,100-150 000 km,0.0,0.0,0.0,0.0,0.0,4750.0,20925.0,12828.0,12600.0,12828.0,465.0,0.0362488306828812,27.587096774193547,2.174929840972872,20.0,30.0,True,Error: Page.goto: net::ERR_CONNECTION_REFUSED at https://www.autoscout24.be/fr/lst/citroen/jumpy?atype=C&cy=B&ustate=U&damaged_listing=exclude&sort=standard&fregfrom=2017&fregto=2017&kmfrom=100000&kmto=150000,Compatible stable,citroen,jumpy
Citroen,Jumpy,2017,2017,Utilitaire,Fourgon,,essence,100-150 000 km,10.0,8990.0,16950.0,13162.0,13375.0,8990.0,16950.0,13162.0,13375.0,13162.0,465.0,0.03532897735906397,28.30537634408602,2.1197386415438384,10.0,30.0,False,,Compatible stable,citroen,jumpy
Citroen,Jumpy,2017,2017,Utilitaire,Fourgon,,diesel,50-100 000 km,10.0,8800.0,19999.0,14668.0,13900.0,8800.0,19999.0,14668.0,13900.0,14668.0,465.0,0.03170166348513771,31.544086021505375,1.9020998091082628,20.0,30.0,False,,Compatible stable,citroen,jumpy
Citroen,Jumpy,2017,2017,Utilitaire,Fourgon,,essence,50-100 000 km,0.0,0.0,0.0,0.0,0.0,11138.0,19700.0,16144.0,16550.0,16144.0,465.0,0.02880327056491576,34.71827956989247,1.7281962338949455,10.0,30.0,True,Error: Page.goto: net::ERR_CONNECTION_REFUSED at https://www.autoscout24.be/fr/lst/citroen/jumpy?atype=C&cy=B&ustate=U&damaged_listing=exclude&sort=standard&fregfrom=2017&fregto=2017&kmfrom=50000&kmto=100000,Compatible stable,citroen,jumpy
Citroen,Jumpy,2018,2018,Utilitaire,Fourgon,,diesel,0-50 000 km,10.0,3500.0,24900.0,15138.0,15087.0,3500.0,24900.0,15138.0,15087.0,15138.0,480.0,0.03170828378913991,31.5375,1.9024970273483948,30.0,45.0,False,,Compatible stable,citroen,jumpy
Citroen,Jumpy,2018,2018,Utilitaire,Fourgon,,essence,0-50 000 km,0.0,0.0,0.0,0.0,0.0,9993.0,22767.0,16921.0,16721.0,16921.0,480.0,0.02836711778263696,35.25208333333333,1.7020270669582176,15.0,45.0,True,Error: Page.goto: net::ERR_CONNECTION_REFUSED at https://www.autoscout24.be/fr/lst/citroen/jumpy?atype=C&cy=B&ustate=U&damaged_listing=exclude&sort=standard&fregfrom=2018&fregto=2018&kmfrom=0&kmto=50000,Compatible stable,citroen,jumpy
Citroen,Jumpy,2018,2018,Utilitaire,Fourgon,,diesel,100-150 000 km,10.0,3500.0,24900.0,14518.0,14699.0,3500.0,24900.0,14518.0,14699.0,14518.0,480.0,0.033062405289984845,30.245833333333334,1.9837443173990907,30.0,45.0,False,,Compatible stable,citroen,jumpy
Citroen,Jumpy,2018,2018,Utilitaire,Fourgon,,essence,100-150 000 km,10.0,3500.0,24900.0,15138.0,15087.0,3500.0,24900.0,15138.0,15087.0,15138.0,480.0,0.03170828378913991,31.5375,1.9024970273483948,15.0,45.0,False,,Compatible stable,citroen,jumpy
Citroen,Jumpy,2018,2018,Utilitaire,Fourgon,,diesel,50-100 000 km,10.0,3500.0,24900.0,16048.0,16632.0,3500.0,24900.0,16048.0,16632.0,16048.0,480.0,0.02991026919242273,33.43333333333333,1.7946161515453638,30.0,45.0,False,,Compatible stable,citroen,jumpy
Citroen,Jumpy,2018,2018,Utilitaire,Fourgon,,essence,50-100 000 km,5.0,16275.0,24900.0,21505.0,21900.0,16275.0,24900.0,21505.0,21900.0,21505.0,480.0,0.02232039060683562,44.802083333333336,1.3392234364101372,15.0,45.0,False,,Compatible stable,citroen,jumpy
Citroen,Jumpy,2019,2019,Utilitaire,Fourgon,,diesel,0-50 000 km,10.0,11990.0,26900.0,20396.0,20244.0,11990.0,26900.0,20396.0,20244.0,20396.0,510.0,0.025004902922141595,39.9921568627451,1.5002941753284957,30.0,60.0,False,,Compatible stable,citroen,jumpy
Citroen,Jumpy,2019,2019,Utilitaire,Fourgon,,essence,0-50 000 km,10.0,11990.0,26900.0,19991.0,19482.0,11990.0,26900.0,19991.0,19482.0,19991.0,510.0,0.025511480166074733,39.19803921568627,1.530688809964484,30.0,60.0,False,,Compatible stable,citroen,jumpy
Citroen,Jumpy,2019,2019,Utilitaire,Fourgon,,diesel,100-150 000 km,10.0,11990.0,26900.0,17280.0,15180.0,11990.0,26900.0,17280.0,15180.0,17280.0,510.0,0.029513888888888888,33.88235294117647,1.7708333333333333,30.0,60.0,False,,Compatible stable,citroen,jumpy
Citroen,Jumpy,2019,2019,Utilitaire,Fourgon,,essence,100-150 000 km,10.0,11990.0,26900.0,19991.0,19482.0,11990.0,26900.0,19991.0,19482.0,19991.0,510.0,0.025511480166074733,39.19803921568627,1.530688809964484,30.0,60.0,False,,Compatible stable,citroen,jumpy
Citroen,Jumpy,2019,2019,Utilitaire,Fourgon,,diesel,50-100 000 km,10.0,17200.0,24500.0,20675.0,19977.0,17200.0,24500.0,20675.0,19977.0,20675.0,510.0,0.024667472793228538,40.53921568627451,1.4800483675937122,30.0,60.0,False,,Compatible stable,citroen,jumpy
Citroen,Jumpy,2019,2019,Utilitaire,Fourgon,,essence,50-100 000 km,10.0,11990.0,26900.0,19991.0,19482.0,11990.0,26900.0,19991.0,19482.0,19991.0,510.0,0.025511480166074733,39.19803921568627,1.530688809964484,30.0,60.0,False,,Compatible stable,citroen,jumpy
Citroen,Jumpy,2020,2020,Utilitaire,Fourgon,,diesel,0-50 000 km,10.0,10500.0,26500.0,18145.0,17790.0,10500.0,26500.0,18145.0,17790.0,18145.0,540.0,0.029760264535684762,33.601851851851855,1.7856158721410857,20.0,50.0,False,,Compatible stable,citroen,jumpy
Citroen,Jumpy,2020,2020,Utilitaire,Fourgon,,essence,0-50 000 km,10.0,10500.0,22990.0,17095.0,17339.0,10500.0,22990.0,17095.0,17339.0,17095.0,540.0,0.031588183679438435,31.65740740740741,1.8952910207663058,30.0,50.0,False,,Compatible stable,citroen,jumpy
Citroen,Jumpy,2020,2020,Utilitaire,Fourgon,,diesel,100-150 000 km,10.0,10500.0,25500.0,16833.0,16499.0,10500.0,25500.0,16833.0,16499.0,16833.0,540.0,0.032079843165211196,31.17222222222222,1.9247905899126716,20.0,50.0,False,,Compatible stable,citroen,jumpy
Citroen,Jumpy,2020,2020,Utilitaire,Fourgon,,essence,100-150 000 km,10.0,10500.0,22990.0,17095.0,17339.0,10500.0,22990.0,17095.0,17339.0,17095.0,540.0,0.031588183679438435,31.65740740740741,1.8952910207663058,30.0,50.0,False,,Compatible stable,citroen,jumpy
Citroen,Jumpy,2020,2020,Utilitaire,Fourgon,,diesel,50-100 000 km,0.0,0.0,0.0,0.0,0.0,16600.0,26245.0,21694.0,21488.0,21694.0,540.0,0.02489167511754402,40.17407407407408,1.4935005070526413,20.0,50.0,True,TimeoutError: Page.goto: Timeout 30000ms exceeded.,Compatible stable,citroen,jumpy
Citroen,Jumpy,2020,2020,Utilitaire,Fourgon,,essence,50-100 000 km,10.0,10500.0,22990.0,17345.0,17790.0,10500.0,22990.0,17345.0,17790.0,17345.0,540.0,0.031132891323147883,32.120370370370374,1.867973479388873,30.0,50.0,False,,Compatible stable,citroen,jumpy
Citroen,Jumpy,2021,2021,Utilitaire,Fourgon,,diesel,0-50 000 km,10.0,8410.0,33333.0,20112.0,18750.0,8410.0,33333.0,20112.0,18750.0,20112.0,570.0,0.028341288782816228,35.28421052631579,1.7004773269689737,29.0,59.0,False,,Compatible stable,citroen,jumpy
Citroen,Jumpy,2021,2021,Utilitaire,Fourgon,,essence,0-50 000 km,10.0,8410.0,24000.0,18683.0,18750.0,8410.0,24000.0,18683.0,18750.0,18683.0,570.0,0.030509018894181877,32.77719298245614,1.8305411336509125,30.0,59.0,False,,Compatible stable,citroen,jumpy
Citroen,Jumpy,2021,2021,Utilitaire,Fourgon,,diesel,100-150 000 km,10.0,8410.0,27900.0,18472.0,18725.0,8410.0,27900.0,18472.0,18725.0,18472.0,570.0,0.030857514075357296,32.40701754385965,1.851450844521438,29.0,59.0,False,,Compatible stable,citroen,jumpy
Citroen,Jumpy,2021,2021,Utilitaire,Fourgon,,essence,100-150 000 km,10.0,8410.0,24000.0,18683.0,18750.0,8410.0,24000.0,18683.0,18750.0,18683.0,570.0,0.030509018894181877,32.77719298245614,1.8305411336509125,30.0,59.0,False,,Compatible stable,citroen,jumpy
Citroen,Jumpy,2021,2021,Utilitaire,Fourgon,,diesel,50-100 000 km,9.0,16000.0,27990.0,22712.0,22999.0,16000.0,27990.0,22712.0,22999.0,22712.0,570.0,0.025096865093342725,39.84561403508772,1.5058119056005637,29.0,59.0,False,,Compatible stable,citroen,jumpy
Citroen,Jumpy,2021,2021,Utilitaire,Fourgon,,essence,50-100 000 km,10.0,8410.0,24000.0,18683.0,18750.0,8410.0,24000.0,18683.0,18750.0,18683.0,570.0,0.030509018894181877,32.77719298245614,1.8305411336509125,30.0,59.0,False,,Compatible stable,citroen,jumpy
Citroen,Jumpy,2022,2022,Utilitaire,Fourgon,,diesel,0-50 000 km,10.0,14278.0,27990.0,22534.0,22247.0,14278.0,27990.0,22534.0,22247.0,22534.0,585.0,0.02596077039140854,38.51965811965812,1.5576462234845123,20.0,50.0,False,,Compatible stable,citroen,jumpy
Citroen,Jumpy,2022,2022,Utilitaire,Fourgon,,essence,0-50 000 km,10.0,14278.0,27990.0,20390.0,19142.0,14278.0,27990.0,20390.0,19142.0,20390.0,585.0,0.028690534575772437,34.85470085470085,1.7214320745463463,30.0,50.0,False,,Compatible stable,citroen,jumpy
Citroen,Jumpy,2022,2022,Utilitaire,Fourgon,,diesel,100-150 000 km,0.0,0.0,0.0,0.0,0.0,12252.0,27900.0,20540.0,20848.0,20540.0,585.0,0.028481012658227847,35.111111111111114,1.7088607594936709,20.0,50.0,True,TimeoutError: Page.goto: Timeout 30000ms exceeded.,Compatible stable,citroen,jumpy
Citroen,Jumpy,2022,2022,Utilitaire,Fourgon,,essence,100-150 000 km,10.0,14278.0,27990.0,20390.0,19142.0,14278.0,27990.0,20390.0,19142.0,20390.0,585.0,0.028690534575772437,34.85470085470085,1.7214320745463463,30.0,50.0,False,,Compatible stable,citroen,jumpy
Citroen,Jumpy,2022,2022,Utilitaire,Fourgon,,diesel,50-100 000 km,10.0,16190.0,27990.0,19504.0,18642.0,16190.0,27990.0,19504.0,18642.0,19504.0,585.0,0.029993847415914685,33.34017094017094,1.799630844954881,20.0,50.0,False,,Compatible stable,citroen,jumpy
Citroen,Jumpy,2022,2022,Utilitaire,Fourgon,,essence,50-100 000 km,10.0,14278.0,27990.0,20390.0,19142.0,14278.0,27990.0,20390.0,19142.0,20390.0,585.0,0.028690534575772437,34.85470085470085,1.7214320745463463,30.0,50.0,False,,Compatible stable,citroen,jumpy
Citroen,Jumpy,2023,2023,Utilitaire,Fourgon,,diesel,0-50 000 km,10.0,21000.0,32850.0,24992.0,23925.0,21000.0,32850.0,24992.0,23925.0,24992.0,630.0,0.02520806658130602,39.66984126984127,1.512483994878361,29.0,59.0,False,,Compatible stable,citroen,jumpy
Citroen,Jumpy,2023,2023,Utilitaire,Fourgon,,essence,0-50 000 km,10.0,21000.0,32850.0,24992.0,23925.0,21000.0,32850.0,24992.0,23925.0,24992.0,630.0,0.02520806658130602,39.66984126984127,1.512483994878361,30.0,59.0,False,,Compatible stable,citroen,jumpy
Citroen,Jumpy,2023,2023,Utilitaire,Fourgon,,diesel,100-150 000 km,10.0,16093.0,27900.0,22607.0,22970.0,16093.0,27900.0,22607.0,22970.0,22607.0,630.0,0.027867474675985313,35.884126984126986,1.672048480559119,29.0,59.0,False,,Compatible stable,citroen,jumpy
Citroen,Jumpy,2023,2023,Utilitaire,Fourgon,,essence,100-150 000 km,10.0,16093.0,27900.0,22607.0,22970.0,16093.0,27900.0,22607.0,22970.0,22607.0,630.0,0.027867474675985313,35.884126984126986,1.672048480559119,30.0,59.0,False,,Compatible stable,citroen,jumpy
Citroen,Jumpy,2023,2023,Utilitaire,Fourgon,,diesel,50-100 000 km,9.0,18587.0,32000.0,25446.0,25800.0,18587.0,32000.0,25446.0,25800.0,25446.0,630.0,0.024758311718934212,40.39047619047619,1.485498703136053,29.0,59.0,False,,Compatible stable,citroen,jumpy
Citroen,Jumpy,2023,2023,Utilitaire,Fourgon,,essence,50-100 000 km,10.0,16093.0,27900.0,22607.0,22970.0,16093.0,27900.0,22607.0,22970.0,22607.0,630.0,0.027867474675985313,35.884126984126986,1.672048480559119,30.0,59.0,False,,Compatible stable,citroen,jumpy
Citroen,Jumpy,2024,2024,Utilitaire,Fourgon,,diesel,0-50 000 km,9.0,25850.0,34848.0,30642.0,30890.0,25850.0,34848.0,30642.0,30890.0,30642.0,660.0,0.02153906402976307,46.42727272727273,1.2923438417857842,25.0,49.0,False,,Compatible stable,citroen,jumpy
Citroen,Jumpy,2024,2024,Utilitaire,Fourgon,,essence,0-50 000 km,8.0,25850.0,34848.0,30857.0,30690.0,25850.0,34848.0,30857.0,30690.0,30857.0,660.0,0.021388987911981076,46.7530303030303,1.2833392747188643,24.0,49.0,False,,Compatible stable,citroen,jumpy
Citroen,Jumpy,2024,2024,Utilitaire,Fourgon,,diesel,100-150 000 km,8.0,25850.0,34848.0,30857.0,30690.0,25850.0,34848.0,30857.0,30690.0,30857.0,660.0,0.021388987911981076,46.7530303030303,1.2833392747188643,25.0,49.0,False,,Compatible stable,citroen,jumpy
Citroen,Jumpy,2024,2024,Utilitaire,Fourgon,,essence,100-150 000 km,8.0,25850.0,34848.0,30857.0,30690.0,25850.0,34848.0,30857.0,30690.0,30857.0,660.0,0.021388987911981076,46.7530303030303,1.2833392747188643,24.0,49.0,False,,Compatible stable,citroen,jumpy
Citroen,Jumpy,2024,2024,Utilitaire,Fourgon,,diesel,50-100 000 km,8.0,25850.0,34848.0,30857.0,30690.0,25850.0,34848.0,30857.0,30690.0,30857.0,660.0,0.021388987911981076,46.7530303030303,1.2833392747188643,25.0,49.0,False,,Compatible stable,citroen,jumpy
Citroen,Jumpy,2024,2024,Utilitaire,Fourgon,,essence,50-100 000 km,8.0,25850.0,34848.0,30857.0,30690.0,25850.0,34848.0,30857.0,30690.0,30857.0,660.0,0.021388987911981076,46.7530303030303,1.2833392747188643,24.0,49.0,False,,Compatible stable,citroen,jumpy
Citroen,Jumpy,2025,2025,Utilitaire,Fourgon,,diesel,0-50 000 km,8.0,29090.0,38720.0,33188.0,33783.0,29090.0,38720.0,33188.0,33783.0,33188.0,735.0,0.022146558997227915,45.15374149659864,1.3287935398336748,18.0,48.0,False,,Compatible stable,citroen,jumpy
Citroen,Jumpy,2025,2025,Utilitaire,Fourgon,,essence,0-50 000 km,10.0,27490.0,39900.0,32228.0,32199.0,27490.0,39900.0,32228.0,32199.0,32228.0,735.0,0.022806255430060818,43.84761904761905,1.368375325803649,30.0,48.0,False,,Compatible stable,citroen,jumpy
Citroen,Jumpy,2025,2025,Utilitaire,Fourgon,,diesel,100-150 000 km,10.0,27490.0,39900.0,31956.0,30894.0,27490.0,39900.0,31956.0,30894.0,31956.0,735.0,0.02300037551633496,43.477551020408164,1.3800225309800975,18.0,48.0,False,,Compatible stable,citroen,jumpy
Citroen,Jumpy,2025,2025,Utilitaire,Fourgon,,essence,100-150 000 km,10.0,27490.0,39900.0,32228.0,32199.0,27490.0,39900.0,32228.0,32199.0,32228.0,735.0,0.022806255430060818,43.84761904761905,1.368375325803649,30.0,48.0,False,,Compatible stable,citroen,jumpy
Citroen,Jumpy,2025,2025,Utilitaire,Fourgon,,diesel,50-100 000 km,0.0,0.0,0.0,0.0,0.0,25850.0,34848.0,30857.0,30690.0,30857.0,735.0,0.02381955472016074,41.98231292517007,1.4291732832096444,18.0,48.0,True,TimeoutError: Page.goto: Timeout 30000ms exceeded.,Compatible stable,citroen,jumpy
Citroen,Jumpy,2025,2025,Utilitaire,Fourgon,,essence,50-100 000 km,10.0,27490.0,39900.0,32228.0,32199.0,27490.0,39900.0,32228.0,32199.0,32228.0,735.0,0.022806255430060818,43.84761904761905,1.368375325803649,30.0,48.0,False,,Compatible stable,citroen,jumpy
Citroen,Nemo,2016,2016,Utilitaire,Mini-fourgonnette,,diesel,0-50 000 km,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,,,,0.0,0.0,True,,Compatible stable,citroen,nemo
Citroen,Nemo,2016,2016,Utilitaire,Mini-fourgonnette,,essence,0-50 000 km,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,,,,0.0,0.0,True,,Compatible stable,citroen,nemo
Citroen,Nemo,2016,2016,Utilitaire,Mini-fourgonnette,,diesel,100-150 000 km,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,,,,0.0,0.0,True,,Compatible stable,citroen,nemo
Citroen,Nemo,2016,2016,Utilitaire,Mini-fourgonnette,,essence,100-150 000 km,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,,,,0.0,0.0,True,,Compatible stable,citroen,nemo
Citroen,Nemo,2016,2016,Utilitaire,Mini-fourgonnette,,diesel,50-100 000 km,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,,,,0.0,0.0,True,,Compatible stable,citroen,nemo
Citroen,Nemo,2016,2016,Utilitaire,Mini-fourgonnette,,essence,50-100 000 km,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,,,,0.0,0.0,True,,Compatible stable,citroen,nemo
Citroen,Nemo,2017,2017,Utilitaire,Mini-fourgonnette,,diesel,0-50 000 km,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,,,,0.0,0.0,True,,Compatible stable,citroen,nemo
Citroen,Nemo,2017,2017,Utilitaire,Mini-fourgonnette,,essence,0-50 000 km,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,,,,0.0,0.0,True,,Compatible stable,citroen,nemo
Citroen,Nemo,2017,2017,Utilitaire,Mini-fourgonnette,,diesel,100-150 000 km,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,,,,0.0,0.0,True,,Compatible stable,citroen,nemo
Citroen,Nemo,2017,2017,Utilitaire,Mini-fourgonnette,,essence,100-150 000 km,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,,,,0.0,0.0,True,,Compatible stable,citroen,nemo
Citroen,Nemo,2017,2017,Utilitaire,Mini-fourgonnette,,diesel,50-100 000 km,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,,,,0.0,0.0,True,,Compatible stable,citroen,nemo
Citroen,Nemo,2017,2017,Utilitaire,Mini-fourgonnette,,essence,50-100 000 km,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,,,,0.0,0.0,True,,Compatible stable,citroen,nemo
Citroen,Nemo,2018,2018,Utilitaire,Mini-fourgonnette,,diesel,0-50 000 km,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,,,,0.0,0.0,True,,Compatible stable,citroen,nemo
Citroen,Nemo,2018,2018,Utilitaire,Mini-fourgonnette,,essence,0-50 000 km,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,,,,0.0,0.0,True,,Compatible stable,citroen,nemo
Citroen,Nemo,2018,2018,Utilitaire,Mini-fourgonnette,,diesel,100-150 000 km,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,,,,0.0,0.0,True,,Compatible stable,citroen,nemo
Citroen,Nemo,2018,2018,Utilitaire,Mini-fourgonnette,,essence,100-150 000 km,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,,,,0.0,0.0,True,,Compatible stable,citroen,nemo
Citroen,Nemo,2018,2018,Utilitaire,Mini-fourgonnette,,diesel,50-100 000 km,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,,,,0.0,0.0,True,,Compatible stable,citroen,nemo
Citroen,Nemo,2018,2018,Utilitaire,Mini-fourgonnette,,essence,50-100 000 km,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,,,,0.0,0.0,True,,Compatible stable,citroen,nemo
Citroen,Nemo,2019,2019,Utilitaire,Mini-fourgonnette,,diesel,0-50 000 km,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,,,,0.0,0.0,True,,Compatible stable,citroen,nemo
Citroen,Nemo,2019,2019,Utilitaire,Mini-fourgonnette,,essence,0-50 000 km,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,,,,0.0,0.0,True,,Compatible stable,citroen,nemo
Citroen,Nemo,2019,2019,Utilitaire,Mini-fourgonnette,,diesel,100-150 000 km,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,,,,0.0,0.0,True,,Compatible stable,citroen,nemo
Citroen,Nemo,2019,2019,Utilitaire,Mini-fourgonnette,,essence,100-150 000 km,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,,,,0.0,0.0,True,,Compatible stable,citroen,nemo
Citroen,Nemo,2019,2019,Utilitaire,Mini-fourgonnette,,diesel,50-100 000 km,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,,,,0.0,0.0,True,,Compatible stable,citroen,nemo
Citroen,Nemo,2019,2019,Utilitaire,Mini-fourgonnette,,essence,50-100 000 km,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,,,,0.0,0.0,True,,Compatible stable,citroen,nemo
Citroen,Nemo,2020,2020,Utilitaire,Mini-fourgonnette,,diesel,0-50 000 km,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,,,,0.0,0.0,True,,Compatible stable,citroen,nemo
Citroen,Nemo,2020,2020,Utilitaire,Mini-fourgonnette,,essence,0-50 000 km,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,,,,0.0,0.0,True,,Compatible stable,citroen,nemo
Citroen,Nemo,2020,2020,Utilitaire,Mini-fourgonnette,,diesel,100-150 000 km,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,,,,0.0,0.0,True,,Compatible stable,citroen,nemo
Citroen,Nemo,2020,2020,Utilitaire,Mini-fourgonnette,,essence,100-150 000 km,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,,,,0.0,0.0,True,,Compatible stable,citroen,nemo
Citroen,Nemo,2020,2020,Utilitaire,Mini-fourgonnette,,diesel,50-100 000 km,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,,,,0.0,0.0,True,,Compatible stable,citroen,nemo
Citroen,Nemo,2020,2020,Utilitaire,Mini-fourgonnette,,essence,50-100 000 km,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,,,,0.0,0.0,True,,Compatible stable,citroen,nemo
Citroen,Nemo,2021,2021,Utilitaire,Mini-fourgonnette,,diesel,0-50 000 km,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,,,,0.0,0.0,True,,Compatible stable,citroen,nemo
Citroen,Nemo,2021,2021,Utilitaire,Mini-fourgonnette,,essence,0-50 000 km,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,,,,0.0,0.0,True,,Compatible stable,citroen,nemo
Citroen,Nemo,2021,2021,Utilitaire,Mini-fourgonnette,,diesel,100-150 000 km,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,,,,0.0,0.0,True,,Compatible stable,citroen,nemo
Citroen,Nemo,2021,2021,Utilitaire,Mini-fourgonnette,,essence,100-150 000 km,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,,,,0.0,0.0,True,,Compatible stable,citroen,nemo
Citroen,Nemo,2021,2021,Utilitaire,Mini-fourgonnette,,diesel,50-100 000 km,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,,,,0.0,0.0,True,,Compatible stable,citroen,nemo
Citroen,Nemo,2021,2021,Utilitaire,Mini-fourgonnette,,essence,50-100 000 km,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,,,,0.0,0.0,True,,Compatible stable,citroen,nemo
Citroen,Nemo,2022,2022,Utilitaire,Mini-fourgonnette,,diesel,0-50 000 km,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,,,,0.0,0.0,True,,Compatible stable,citroen,nemo
Citroen,Nemo,2022,2022,Utilitaire,Mini-fourgonnette,,essence,0-50 000 km,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,,,,0.0,0.0,True,,Compatible stable,citroen,nemo
Citroen,Nemo,2022,2022,Utilitaire,Mini-fourgonnette,,diesel,100-150 000 km,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,,,,0.0,0.0,True,,Compatible stable,citroen,nemo
Citroen,Nemo,2022,2022,Utilitaire,Mini-fourgonnette,,essence,100-150 000 km,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,,,,0.0,0.0,True,,Compatible stable,citroen,nemo
Citroen,Nemo,2022,2022,Utilitaire,Mini-fourgonnette,,diesel,50-100 000 km,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,,,,0.0,0.0,True,,Compatible stable,citroen,nemo
Citroen,Nemo,2022,2022,Utilitaire,Mini-fourgonnette,,essence,50-100 000 km,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,,,,0.0,0.0,True,,Compatible stable,citroen,nemo
Citroen,Nemo,2023,2023,Utilitaire,Mini-fourgonnette,,diesel,0-50 000 km,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.0,,,,0.0,0.0,True,,Compatible stable,citroen,nemo
Citroen,Nemo,2023,2023,Utilitaire,Mini-fourgonnette,,essence,0-50 000 km,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.0,,,,0.0,0.0,True,,Compatible stable,citroen,nemo
